BBEID,BBEScore,BBEVote,numRatings,ratingByStars,LikedPercent
396,28526,388,119909,"['35173', '42622', '28565', '9470', '4079']",89
397,28447,328,290772,"['115081', '89534', '54047', '20163', '11947']",89
398,28439,363,298240,"['127436', '97096', '51723', '15672', '6313']",93
399,28339,423,82469,"['31627', '28638', '15642', '4649', '1913']",92
400,28283,407,171302,"['61963', '60796', '37066', '8629', '2848']",93
401,28064,420,247795,"['60768', '84614', '71861', '22461', '8091']",88
402,27932,380,143016,"['53836', '48982', '29359', '8035', '2804']",92
403,27863,395,324463,"['115250', '114264', '67712', '17779', '9458']",92
404,27600,387,211460,"['60253', '83160', '53852', '11459', '2736']",93
405,27254,336,714395,"['270390', '275433', '121971', '32204', '14397']",93
406,27247,342,287189,"['146929', '95398', '36063', '6752', '2047']",97
407,27035,340,222835,"['84123', '85743', '41092', '9070', '2807']",95
408,27029,366,373279,"['181409', '117552', '56771', '11846', '5701']",95
409,26978,297,315707,"['187881', '90755', '26115', '6821', '4135']",97
410,26616,322,251756,"['202540', '36670', '8713', '1917', '1916']",98
411,26616,365,99334,"['40064', '30254', '19434', '5763', '3819']",90
412,26200,312,129262,"['72051', '37946', '13361', '3848', '2056']",95
413,26196,308,310751,"['124211', '103821', '54394', '17960', '10365']",91
414,26156,381,384495,"['99183', '149260', '108235', '22772', '5045']",93
415,26082,325,288767,"['177308', '73444', '28112', '6818', '3085']",97
416,26077,316,262776,"['79855', '65550', '65755', '32582', '19034']",80
417,25809,346,366084,"['152669', '132833', '61335', '14116', '5131']",95
418,25760,400,185760,"['39158', '59239', '56425', '22760', '8178']",83
419,25504,309,420225,"['211250', '146725', '47310', '10472', '4468']",96
420,25332,345,171478,"['58445', '67963', '34834', '8064', '2172']",94
421,25322,357,223939,"['67102', '89467', '52483', '11519', '3368']",93
422,25241,386,261257,"['92878', '94157', '55892', '13926', '4404']",93
423,25154,274,74301,"['44202', '16453', '7147', '3548', '2951']",91
424,25150,352,259962,"['76212', '90803', '68095', '18695', '6157']",90
425,25096,322,730077,"['284449', '245290', '147230', '39674', '13434']",93
426,25082,335,58269,"['20165', '20014', '13166', '3826', '1098']",92
427,24945,318,339423,"['125498', '134559', '62813', '12583', '3970']",95
428,24879,347,200137,"['80649', '76188', '33083', '7766', '2451']",95
429,24862,287,363864,"['157016', '106550', '62211', '21649', '16438']",90
430,24631,323,620916,"['257536', '222449', '113628', '22520', '4783']",96
431,24527,302,205771,"['91141', '60906', '36725', '11433', '5566']",92
432,24412,306,977080,"['331709', '335251', '223102', '64434', '22584']",91
433,24354,304,653393,"['183099', '198976', '169276', '68940', '33102']",84
434,24342,325,160654,"['52519', '51227', '38269', '12908', '5731']",88
435,24228,333,130345,"['40325', '48173', '28913', '9210', '3724']",90
436,24200,290,767063,"['452057', '202821', '71163', '21654', '19368']",95
437,24140,310,124259,"['48639', '43976', '23913', '5533', '2198']",94
438,24048,269,268053,"['146249', '74192', '32088', '9880', '5644']",94
439,23949,296,198407,"['69345', '62077', '39162', '17558', '10265']",86
440,23909,324,85850,"['32558', '31915', '15605', '4069', '1703']",93
441,23790,297,173566,"['51012', '72519', '39712', '8314', '2009']",94
442,23647,276,107497,"['53404', '30115', '15071', '6216', '2691']",92
443,23471,276,1024442,"['541185', '329482', '113565', '27961', '12249']",96
444,23469,243,2053,"['1086', '580', '199', '119', '69']",91
445,23315,304,495987,"['164546', '162087', '115104', '36794', '17456']",89
446,23139,335,167879,"['74852', '52399', '31308', '6853', '2467']",94
447,23096,331,406565,"['162586', '134167', '86414', '18664', '4734']",94
448,22976,301,229018,"['65827', '84962', '56175', '16333', '5721']",90
449,22873,324,170792,"['40847', '67454', '46489', '12537', '3465']",91
450,22630,287,300559,"['122363', '111834', '52440', '10680', '3242']",95
451,22460,281,262082,"['171436', '67026', '18905', '3209', '1506']",98
452,22250,253,167687,"['87460', '49852', '19726', '6859', '3790']",94
453,22245,290,521583,"['188416', '193105', '99466', '28327', '12269']",92
454,22088,251,213071,"['145128', '41662', '16758', '5564', '3959']",96
455,21996,309,139451,"['47045', '51473', '30576', '7667', '2690']",93
456,21793,272,894942,"['331687', '261748', '179410', '72085', '50012']",86
457,21758,280,521050,"['133654', '178098', '148078', '47615', '13605']",88
458,21673,268,262256,"['95618', '84952', '51858', '18958', '10870']",89
459,21656,281,240057,"['92710', '69632', '52942', '17428', '7345']",90
460,21646,290,160324,"['53755', '52077', '34614', '13201', '6677']",88
461,21605,290,750113,"['304701', '230840', '132874', '51173', '30525']",89
462,21528,317,297878,"['84088', '108709', '80271', '19296', '5514']",92
463,21419,310,394867,"['158059', '135804', '82097', '15163', '3744']",95
464,21387,303,122998,"['36942', '44899', '29676', '8546', '2935']",91
465,21280,258,161481,"['98547', '42209', '16026', '3236', '1463']",97
466,21121,258,264688,"['121630', '80804', '41645', '12971', '7638']",92
467,21102,244,476270,"['242824', '140110', '61509', '20357', '11470']",93
468,20996,310,522717,"['163082', '176173', '129619', '37212', '16631']",90
469,20932,293,42721,"['19091', '13266', '7194', '2140', '1030']",93
470,20905,270,213569,"['84284', '61613', '46235', '15082', '6355']",90
471,20856,255,164231,"['54718', '58663', '34664', '11462', '4724']",90
472,20785,274,555900,"['284531', '186926', '67240', '13213', '3990']",97
473,20640,245,338827,"['195838', '102348', '31472', '6373', '2796']",97
474,20466,277,133185,"['42580', '42273', '30512', '11897', '5923']",87
475,20401,291,409104,"['202334', '131201', '54622', '13325', '7622']",95
476,20373,280,275620,"['117522', '105882', '43800', '6775', '1641']",97
477,20353,259,43735,"['19275', '9010', '7190', '3680', '4580']",81
478,20347,318,187901,"['35361', '60943', '59831', '21576', '10190']",83
479,20204,241,380344,"['184522', '114668', '58881', '16358', '5915']",94
480,20164,280,128835,"['34115', '46648', '33357', '10563', '4152']",89
481,20134,293,520467,"['175234', '189356', '124572', '24687', '6618']",94
482,19933,285,166026,"['44802', '66217', '41740', '10326', '2941']",92
483,19903,255,257178,"['140182', '81278', '28961', '4803', '1954']",97
484,19881,270,56652,"['26768', '19771', '7335', '1832', '946']",95
485,19839,230,279699,"['173787', '75075', '23619', '4959', '2259']",97
486,19727,266,617998,"['240820', '210248', '109816', '34030', '23084']",91
487,19431,253,222066,"['85789', '62616', '49591', '16831', '7239']",89
488,19369,290,151892,"['48192', '56004', '35881', '8985', '2830']",92
489,19159,263,97024,"['38336', '31945', '18267', '5783', '2693']",91
490,19148,281,170877,"['61027', '57727', '37997', '9857', '4269']",92
491,19027,278,221884,"['90328', '68902', '44035', '13497', '5122']",92
492,18994,276,180610,"['82929', '58946', '29329', '6386', '3020']",95
493,18819,209,62111,"['26674', '24562', '5936', '2547', '2392']",92
494,18768,256,481547,"['190269', '173080', '87552', '20055', '10591']",94
495,18598,223,73940,"['31025', '26075', '12967', '3003', '870']",95
496,18378,221,388363,"['155623', '133077', '69830', '20466', '9367']",92
497,18358,225,191982,"['70531', '59391', '40858', '13948', '7254']",89
498,18334,204,9170,"['4341', '4068', '411', '257', '93']",96
499,18331,200,259916,"['145725', '72372', '29294', '7968', '4557']",95
500,18263,256,61139,"['23750', '21192', '12396', '2678', '1123']",94
501,18245,287,77188,"['38375', '23441', '11443', '2581', '1348']",95
502,18239,235,207858,"['75262', '60452', '48542', '17012', '6590']",89
503,18233,231,167342,"['81511', '51767', '24533', '5845', '3686']",94
504,18215,203,7647,"['3553', '3422', '466', '140', '66']",97
505,18214,261,118061,"['34759', '40230', '30002', '9294', '3776']",89
506,18170,218,229229,"['108952', '67001', '33124', '11820', '8332']",91
507,18164,234,143583,"['62990', '48627', '22866', '5989', '3111']",94
508,18047,246,93254,"['34302', '33369', '18704', '5037', '1842']",93
509,18030,229,231421,"['85007', '78145', '40835', '14478', '12956']",88
510,17869,247,424838,"['153075', '151350', '93199', '21189', '6025']",94
511,17859,250,50005,"['21262', '17336', '8045', '2350', '1012']",93
512,17719,208,236816,"['98107', '77497', '38432', '13277', '9503']",90
513,17610,222,439825,"['168192', '153281', '83042', '25068', '10242']",92
514,17567,217,207828,"['66525', '64669', '49868', '18832', '7934']",87
515,17549,205,453822,"['230795', '121473', '66084', '23103', '12367']",92
516,17529,235,101853,"['45573', '31301', '17509', '5293', '2177']",93
517,17478,266,244696,"['65220', '94167', '66935', '14636', '3738']",92
518,17426,217,154537,"['63823', '47411', '30460', '8789', '4054']",92
519,17296,237,67315,"['22704', '23553', '14301', '4742', '2015']",90
520,17156,211,34329,"['15768', '11464', '5218', '1289', '590']",95
521,17156,255,113117,"['35125', '45606', '25910', '5125', '1351']",94
522,17038,204,135762,"['63885', '42149', '20534', '5954', '3240']",93
523,17023,232,325780,"['82813', '110307', '85852', '30622', '16186']",86
524,17008,200,239522,"['108241', '66685', '42327', '14402', '7867']",91
525,17003,191,565018,"['234646', '184497', '97709', '32051', '16115']",91
526,16969,226,795269,"['428772', '230008', '103385', '23492', '9612']",96
527,16931,215,64925,"['45957', '12256', '4710', '1230', '772']",97
528,16913,243,131636,"['47008', '48485', '26929', '6522', '2692']",93
529,16909,217,2675792,"['934720', '912265', '559536', '173523', '95748']",90
530,16745,204,231380,"['94212', '76413', '45192', '11302', '4261']",93
531,16704,226,259477,"['110131', '93936', '42694', '8902', '3814']",95
532,16672,205,208954,"['90706', '68401', '37894', '8676', '3277']",94
533,16633,198,369030,"['152161', '116340', '62586', '24174', '13769']",90
534,16625,197,191718,"['88471', '63618', '27882', '7703', '4044']",94
535,16613,205,153108,"['59931', '57342', '25411', '6724', '3700']",93
536,16520,245,213395,"['109521', '53422', '35978', '9557', '4917']",93
537,16505,240,111988,"['39118', '44584', '23055', '4208', '1023']",95
538,16497,244,214654,"['82988', '76845', '42859', '9115', '2847']",94
539,16418,205,47095,"['22484', '13680', '6689', '2624', '1618']",91
540,16390,215,419544,"['176239', '159657', '64355', '14599', '4694']",95
541,16270,257,211762,"['120113', '51491', '28544', '7797', '3817']",95
542,16205,188,54507,"['38921', '10163', '3766', '1045', '612']",97
543,16204,250,101575,"['19585', '32554', '33244', '12054', '4138']",84
544,16080,201,425506,"['165975', '142149', '84383', '25001', '7998']",92
545,16076,203,243855,"['114370', '69148', '41492', '12764', '6081']",92
546,16052,194,83318,"['34177', '25645', '14571', '5669', '3256']",89
547,15991,212,134130,"['59317', '47424', '21220', '4336', '1833']",95
548,15955,183,152703,"['65782', '47362', '25458', '9321', '4780']",91
549,15932,219,678718,"['444995', '167044', '52699', '10091', '3889']",98
550,15905,174,300214,"['140483', '93100', '45207', '14370', '7054']",93
551,15858,224,395109,"['176504', '143661', '54287', '11815', '8842']",95
552,15791,231,128802,"['42914', '48363', '27455', '7091', '2979']",92
553,15778,175,61696,"['27006', '24357', '5728', '2303', '2302']",93
554,15754,202,312327,"['112768', '104116', '67210', '20505', '7728']",91
555,15745,178,164638,"['75408', '52481', '24650', '7554', '4545']",93
556,15727,209,243552,"['98424', '89522', '45448', '7419', '2739']",96
557,15688,204,524408,"['232907', '171633', '89537', '20433', '9898']",94
558,15678,172,66218,"['38541', '15744', '7156', '3023', '1754']",93
559,15642,184,49173,"['31655', '10794', '4785', '1211', '728']",96
560,15638,191,184931,"['84132', '60454', '28335', '7715', '4295']",94
561,15633,195,336889,"['175794', '106563', '38090', '10912', '5530']",95
562,15567,248,256101,"['123753', '77096', '41160', '9309', '4783']",94
563,15553,159,20123,"['8622', '5998', '3677', '1123', '703']",91
564,15490,191,131340,"['58430', '43185', '20409', '5344', '3972']",93
565,15485,200,84598,"['29751', '31829', '17417', '4323', '1278']",93
566,15336,192,302783,"['154070', '92156', '42109', '10529', '3919']",95
567,15294,180,137396,"['82556', '35192', '13698', '3931', '2019']",96
568,15284,254,111716,"['27477', '39304', '32348', '9982', '2605']",89
569,15244,234,155507,"['53201', '57475', '35602', '7450', '1779']",94
570,15203,174,148411,"['68083', '49828', '22066', '6013', '2421']",94
571,15186,181,128254,"['47150', '45163', '25392', '7675', '2874']",92
572,15131,214,125158,"['42929', '44821', '26863', '7733', '2812']",92
573,15067,191,207375,"['107469', '68059', '25888', '4373', '1586']",97
574,15054,187,152748,"['44820', '45152', '40171', '15653', '6952']",85
575,15036,194,337392,"['137066', '106846', '66077', '18895', '8508']",92
576,14997,173,241837,"['163537', '56573', '15556', '3944', '2227']",97
577,14922,195,162512,"['62880', '46659', '36053', '12046', '4874']",90
578,14916,198,198134,"['94689', '70522', '25548', '5471', '1904']",96
579,14892,213,599679,"['237111', '205627', '119578', '27740', '9623']",94
580,14882,234,157847,"['42156', '57978', '44367', '10945', '2401']",92
581,14809,188,97068,"['45079', '29588', '16436', '4130', '1835']",94
582,14733,167,209360,"['108076', '62156', '27706', '7595', '3827']",95
583,14731,233,233066,"['108440', '74097', '38508', '7902', '4119']",95
584,14720,175,188129,"['93431', '58858', '24968', '7533', '3339']",94
585,14661,196,147954,"['58518', '59201', '21864', '5610', '2761']",94
586,14620,215,135045,"['41907', '56465', '29503', '5584', '1586']",95
587,14611,169,269946,"['107672', '96096', '45253', '13393', '7532']",92
588,14584,200,397774,"['141491', '136654', '87731', '22855', '9043']",92
589,14569,210,72058,"['28858', '24388', '14629', '3191', '992']",94
590,14462,183,225112,"['84741', '85683', '42588', '9543', '2557']",95
591,14422,188,165228,"['64718', '55387', '31835', '9268', '4020']",92
592,14341,190,160157,"['63563', '64407', '26338', '4809', '1040']",96
593,14315,194,318529,"['135370', '102742', '58430', '15769', '6218']",93
594,14288,161,464650,"['149137', '156570', '107153', '36719', '15071']",89
595,14278,168,719757,"['265295', '236366', '138388', '51883', '27825']",89
596,14192,197,58056,"['23627', '20246', '10120', '2794', '1269']",93
597,14148,230,168778,"['40531', '58569', '50178', '15286', '4214']",88
598,14021,157,5293,"['2341', '2550', '279', '78', '45']",98
599,14010,225,143967,"['63779', '52678', '22343', '3697', '1470']",96
600,14004,163,113613,"['61086', '35485', '13075', '2703', '1264']",97
601,13833,168,78941,"['28708', '28610', '15746', '4313', '1564']",93
602,13720,171,162192,"['66986', '57218', '23631', '8463', '5894']",91
603,13719,210,238391,"['80545', '84069', '58928', '12238', '2611']",94
604,13650,152,208089,"['114640', '62312', '22656', '5537', '2944']",96
605,13532,165,82590,"['24855', '30591', '17335', '6385', '3424']",88
606,13503,187,329815,"['117995', '112786', '75545', '18186', '5303']",93
607,13484,162,142074,"['58945', '51637', '22902', '5890', '2700']",94
608,13479,201,44903,"['15594', '17293', '9346', '1983', '687']",94
609,13423,190,719647,"['429341', '202926', '69261', '13314', '4805']",97
610,13411,194,92617,"['29989', '36252', '20058', '4716', '1602']",93
611,13383,176,349444,"['124933', '85630', '73558', '34434', '30889']",81
612,13322,192,136927,"['44708', '45811', '34899', '9086', '2423']",92
613,13288,179,204035,"['81995', '53199', '37405', '15945', '15491']",85
614,13280,170,119366,"['38683', '43074', '25650', '8090', '3869']",90
615,13277,170,213855,"['95177', '65942', '36148', '11961', '4627']",92
616,13190,160,294697,"['101113', '99760', '65858', '19718', '8248']",91
617,13106,179,107729,"['47865', '34154', '19156', '5092', '1462']",94
618,13089,167,257190,"['96753', '90015', '52866', '13735', '3821']",93
619,12992,221,348465,"['116140', '129411', '84212', '15258', '3444']",95
